Illumina_Trusight_one_clinical_exome	SureSelect_Focussed_exome_RDE	Sure_select_all_exon_v5	Sure_select_all_exon_v6
ZCCHC8	SARS	DNM1L	DNAH17-AS1
ZDHHC15	SARS2	DNM1P35	DNAH2
ZDHHC8	SART1	DNM1P46	DNAH3
ZDHHC9	SART3	DNM2	DNAH5
ZEB1	SAT1	DNM3	DNAH6
ZEB2	SATB2	DNM3OS	DNAH7
ZFAT	SATL1	DNMBP	DNAH8
ZFHX3	SBDS	DNMBP-AS1	DNAH9
ZFHX4	SBF1	DNMT1	DNAI1
ZFP36	SBF2	DNMT3A	DNAI2
ZFP36L1	SBF2-AS1	DNMT3B	DNAJA1
ZFP57	SBK3	DNMT3L	DNAJA2
ZFP90	SBNO1	DNPEP	DNAJA3
ZFPM2	SC5D	DNPH1	DNAJA4
ZFY	SCAP	DNTT	DNAJB1
ZFYVE26	SCAPER	DNTTIP1	DNAJB11
ZFYVE27	SCARB1	DNTTIP2	DNAJB12
ZHX3	SCARB2	DOC2A	DNAJB13
ZIC1	SCARF2	DOC2B	DNAJB14
ZIC2	SCARNA10	DOCK1	DNAJB2
ZIC3	SCARNA22	DOCK10	DNAJB3
ZMPSTE24	SCG2	DOCK11	DNAJB4
ZMYND11	SCG3	DOCK2	DNAJB5
ZNF202	SCGB1A1	DOCK3	DNAJB6
ZNF213	SCGB1D2	DOCK4	DNAJB7
ZNF224	SCGB3A2	DOCK5	DNAJB8
ZNF24	SCN10A	DOCK6	DNAJB9
ZNF335	SCN11A	DOCK7	DNAJC1
ZNF350	SCN1A	DOCK8	DNAJC10
ZNF365	SCN1B	DOCK9	DNAJC11
ZNF385B	SCN2A	DOHH	DNAJC12
ZNF41	SCN2B	DOK1	DNAJC13
ZNF469	SCN3A	DOK2	DNAJC14
ZNF480	SCN3B	DOK3	DNAJC15
ZNF507	SCN4A	DOK4	DNAJC16
ZNF513	SCN4B	DOK5	DNAJC17
ZNF526	SCN5A	DOK6	DNAJC18
ZNF592	SCN8A	DOK7	DNAJC19
ZNF627	SCN9A	DOLK	DNAJC2
ZNF644	SCNN1A	DOLPP1	DNAJC21
ZNF674	SCNN1B	DONSON	DNAJC22
ZNF711	SCNN1G	DOPEY1	DNAJC24
ZNF750	SCO1	DOPEY2	DNAJC25
ZNF75D	SCO2	DOT1L	DNAJC25-GNG10
ZNF80	SCP2	DPAGT1	DNAJC27
ZNF804A	SCRIB	DPCD	DNAJC27-AS1
ZNF81	SCT	DPCR1	DNAJC28
ZNHIT6	SCUBE2	DPEP1	DNAJC3
ZNRF1	SDC3	DPEP2	DNAJC30
ZPBP	SDCCAG3	DPEP3	DNAJC4
ZPBP2	SDCCAG8	DPF1	DNAJC5
	SDHA	DPF2	DNAJC5B
	SDHAF1	DPF3	DNAJC5G
	SDHAF2	DPH1	DNAJC6
	SDHB	DPH2	DNAJC7
	SDHC	DPH3	DNAJC8
	SDHD	DPH3P1	DNAJC9
	SEC16B	DPH5	DNAJC9-AS1
	SEC23A	DPH6	DNAL1
	SEC23B	DPH6-AS1	DNAL4
	SEC63	DPH7	DNALI1
	SECISBP2	DPM1	DNASE1
	SEL1L	DPM2	DNASE1L1
	SELE	DPM3	DNASE1L2
	SELL	DPP10	DNASE1L3
	SELP	DPP3	DNASE2
	SELPLG	DPP4	DNASE2B
	SEMA3A	DPP6	DND1
	SEMA3E	DPP7	DNER
	SEMA4A	DPP8	DNHD1
	SEMA4C	DPP9	DNLZ
	SEMA4G	DPPA2	DNM1
	SEMA6D	DPPA3	DNM1L
	SEMG1	DPPA4	DNM1P35
	Sep-15	DPPA5	DNM1P41
	SEPN1	DPRX	DNM1P46
	SEPP1	DPT	DNM2
	SEPSECS	DPY19L1	DNM3
	Sep-12	DPY19L1P1	DNM3OS
	SEPT5-GP1BB	DPY19L2	DNMBP
	Sep-09	DPY19L2P1	DNMBP-AS1
	SERAC1	DPY19L2P2	DNMT1
	SERPINA1	DPY19L3	DNMT3A
	SERPINA10	DPY19L4	DNMT3B
	SERPINA3	DPY30	DNMT3L
	SERPINA6	DPYD	DNPEP
	SERPINA7	DPYD-AS1	DNPH1
	SERPINB11	DPYS	DNTT
	SERPINB3	DPYSL2	DNTTIP1
	SERPINB5	DPYSL3	DNTTIP2
	SERPINB6	DPYSL4	DOC2A
	SERPINC1	DPYSL5	DOC2B
	SERPIND1	DQX1	DOCK1
	SERPINE1	DR1	DOCK10
	SERPINF1	DRAM1	DOCK11
	SERPINF2	DRAM2	DOCK2
	SERPING1	DRAP1	DOCK3
	SERPINH1	DRAXIN	DOCK4
	SERPINI1	DRC1	DOCK5
	SERPINI2	DRD1	DOCK6
	SERTAD1	DRD2	DOCK7
	SESN2	DRD3	DOCK8
	SETBP1	DRD4	DOCK9
	SETD2	DRD5	DOHH
	SETD5	DRG1	DOK1
	SETD8	DRG2	DOK2
	SETDB1	DRGX	DOK3
	SETDB2	DRICH1	DOK4
	SETX	DROSHA	DOK5
	SEZ6	DRP2	DOK6
	SEZ6L2	DSC1	DOK7
	SF1	DSC2	DOLK
	SF3B1	DSC3	DOLPP1
	SF3B4	DSCAM	DONSON
	SFPQ	DSCAML1	DOPEY1
	SFTPA1	DSCC1	DOPEY2
	SFTPA2	DSCR10	DOT1L
	SFTPB	DSCR3	DPAGT1
	SFTPC	DSCR4	DPCD
	SFTPD	DSCR8	DPCR1
	SFXN4	DSCR9	DPEP1
	SGCA	DSE	DPEP2
	SGCB	DSEL	DPEP3
	SGCD	DSG1	DPF1
	SGCE	DSG2	DPF2
	SGCG	DSG3	DPF3
	SGK1	DSG4	DPH1
	SGK223	DSN1	DPH2
	SGSH	DSP	DPH3
	SH2B1	DSPP	DPH3P1
	SH2B3	DST	DPH5
	SH2D1A	DSTN	DPH6
	SH2D2A	DSTYK	DPH6-AS1
	SH3BP2	DTD1	DPH7
	SH3GL1	DTD2	DPM1
	SH3PXD2B	DTHD1	DPM2
	SH3TC2	DTL	DPM3
	SHANK2	DTNA	DPP10
	SHANK3	DTNB	DPP3
	SHBG	DTNBP1	DPP4
	SHFM1	DTWD1	DPP6
	SHH	DTWD2	DPP7
	SHMT1	DTX1	DPP8
	SHOC2	DTX2	DPP9
	SHPK	DTX2P1-UPK3BP1-PMS2P11	DPP9-AS1
	SHROOM3	DTX3	DPPA2
	SHROOM4	DTX3L	DPPA3
	SI	DTX4	DPPA4
	SIAE	DTYMK	DPPA5
	SIGLEC12	DUOX1	DPRX
	SIGLEC14	DUOX2	DPT
	SIGMAR1	DUOXA1	DPY19L1
	SIK2	DUOXA2	DPY19L1P1
	SIL1	DUPD1	DPY19L2
	SIM1	DUS1L	DPY19L2P1
	SIPA1	DUS2	DPY19L2P2
	SIRT1	DUS3L	DPY19L3
	SIRT3	DUS4L	DPY19L4
	SIRT5	DUSP1	DPY30
	SIX1	DUSP10	DPYD
	SIX2	DUSP11	DPYD-AS1
	SIX3	DUSP12	DPYS
	SIX5	DUSP13	DPYSL2
	SIX6	DUSP14	DPYSL3
	SKI	DUSP15	DPYSL4
	SKIV2L	DUSP16	DPYSL5
	SLBP	DUSP18	DQX1
	SLC10A1	DUSP19	DR1
	SLC10A2	DUSP2	DRAM1
	SLC10A3	DUSP21	DRAM2
	SLC11A1	DUSP22	DRAP1
	SLC11A2	DUSP23	DRAXIN
	SLC12A1	DUSP26	DRC1
	SLC12A3	DUSP27	DRC7
	SLC12A4	DUSP28	DRD1
	SLC12A5	DUSP3	DRD2
	SLC12A6	DUSP4	DRD3
	SLC13A1	DUSP5	DRD4
	SLC13A2	DUSP5P1	DRD5
	SLC13A3	DUSP6	DRG1
	SLC14A1	DUSP7	DRG2
	SLC14A2	DUSP8	DRGX
	SLC15A1	DUSP9	DRICH1
	SLC15A2	DUT	DROSHA
	SLC16A1	DUXA	DRP2
	SLC16A12	DVL1	DSC1
	SLC16A2	DVL2	DSC2
	SLC16A3	DVL3	DSC3
	SLC17A1	DXO	DSCAM
	SLC17A3	DYDC1	DSCAML1
	SLC17A5	DYDC2	DSCAS
	SLC17A8	DYM	DSCC1
	SLC18A1	DYNAP	DSCR10
	SLC18A2	DYNC1H1	DSCR3
	SLC19A1	DYNC1I1	DSCR4
	SLC19A2	DYNC1I2	DSCR8
	SLC19A3	DYNC1LI1	DSCR9
	SLC1A1	DYNC1LI2	DSE
	SLC1A2	DYNC2H1	DSEL
	SLC1A3	DYNC2LI1	DSG1
	SLC20A2	DYNLL1	DSG1-AS1
	SLC22A1	DYNLL2	DSG2
	SLC22A11	DYNLRB1	DSG2-AS1
	SLC22A12	DYNLRB2	DSG3
	SLC22A13	DYNLT1	DSG4
	SLC22A14	DYNLT3	DSN1
	SLC22A15	DYRK1A	DSP
	SLC22A16	DYRK1B	DSPP
	SLC22A17	DYRK2	DST
	SLC22A18	DYRK3	DSTN
	SLC22A18AS	DYRK4	DSTNP2
	SLC22A2	DYSF	DSTYK
	SLC22A3	DYTN	DTD1
	SLC22A4	DYX1C1	DTD2
	SLC22A5	DYX1C1-CCPG1	DTHD1
	SLC22A6	DZANK1	DTL
	SLC22A7	DZIP1	DTNA
	SLC22A8	DZIP1L	DTNB
	SLC22A9	DZIP3	DTNBP1
	SLC23A1	E2F1	DTWD1
	SLC24A1	E2F2	DTWD2
	SLC24A2	E2F3	DTX1
	SLC24A5	E2F4	DTX2
	SLC25A1	E2F5	DTX3
	SLC25A10	E2F6	DTX3L
	SLC25A11	E2F7	DTX4
	SLC25A12	E2F8	DTYMK
	SLC25A13	E4F1	DUOX1
	SLC25A14	EAF1	DUOX2
	SLC25A15	EAF2	DUOXA1
	SLC25A16	EAPP	DUOXA2
	SLC25A17	EARS2	DUPD1
	SLC25A18	EBAG9	DUS1L
	SLC25A19	EBF1	DUS2
	SLC25A2	EBF2	DUS3L
	SLC25A20	EBF3	DUS4L
	SLC25A21	EBF4	DUSP1
	SLC25A21-AS1	EBI3	DUSP10
	SLC25A22	EBLN1	DUSP11
	SLC25A23	EBLN2	DUSP12
	SLC25A26	EBNA1BP2	DUSP13
	SLC25A27	EBP	DUSP14
	SLC25A28	EBPL	DUSP15
	SLC25A29	ECD	DUSP16
	SLC25A3	ECE1	DUSP18
	SLC25A30	ECE2	DUSP19
	SLC25A31	ECEL1	DUSP2
	SLC25A32	ECH1	DUSP21
	SLC25A33	ECHDC1	DUSP22
	SLC25A34	ECHDC2	DUSP23
	SLC25A35	ECHDC3	DUSP26
	SLC25A37	ECHS1	DUSP27
	SLC25A38	ECI1	DUSP28
	SLC25A39	ECI2	DUSP3
	SLC25A4	ECM1	DUSP4
	SLC25A40	ECM2	DUSP5
	SLC25A41	ECRP	DUSP5P1
	SLC25A42	ECSCR	DUSP6
	SLC25A43	ECSIT	DUSP7
	SLC25A44	ECT2	DUSP8
	SLC25A45	ECT2L	DUSP9
	SLC25A46	EDA	DUT
	SLC25A5	EDA2R	DUXA
	SLC25A5-AS1	EDAR	DVL1
	SLC26A1	EDARADD	DVL2
	SLC26A10	EDC3	DVL3
	SLC26A11	EDC4	DXO
	SLC26A2	EDDM3A	DYDC1
	SLC26A3	EDDM3B	DYDC2
	SLC26A4	EDEM1	DYM
	SLC26A4-AS1	EDEM2	DYNAP
	SLC26A5	EDEM3	DYNC1H1
	SLC26A6	EDF1	DYNC1I1
	SLC26A9	EDIL3	DYNC1I2
	SLC27A1	EDN1	DYNC1LI1
	SLC27A4	EDN2	DYNC1LI2
	SLC27A5	EDN3	DYNC2H1
	SLC28A1	EDNRA	DYNC2LI1
	SLC28A2	EDNRB	DYNLL1
	SLC28A3	EDRF1	DYNLL2
	SLC29A1	EEA1	DYNLRB1
	SLC29A2	EED	DYNLRB2
	SLC29A3	EEF1A1	DYNLT1
	SLC29A4	EEF1A2	DYNLT3
	SLC2A1	EEF1B2	DYRK1A
	SLC2A10	EEF1D	DYRK1B
	SLC2A2	EEF1E1	DYRK2
	SLC2A4	EEF1E1-BLOC1S5	DYRK3
	SLC2A5	EEF1G	DYRK4
	SLC2A6	EEF2	DYSF
	SLC2A9	EEF2K	DYTN
	SLC30A10	EEFSEC	DYX1C1
	SLC30A2	EEPD1	DYX1C1-CCPG1
	SLC30A5	EFCAB1	DZANK1
	SLC30A8	EFCAB10	DZIP1
	SLC31A1	EFCAB11	DZIP1L
	SLC33A1	EFCAB12	DZIP3
	SLC34A1	EFCAB13	E2F1
	SLC34A2	EFCAB14	E2F2
	SLC34A3	EFCAB14-AS1	E2F3
	SLC35A1	EFCAB2	E2F4
	SLC35A2	EFCAB3	E2F5
	SLC35C1	EFCAB4A	E2F6
	SLC35D1	EFCAB4B	E2F7
	SLC35G2	EFCAB5	E2F8
	SLC36A2	EFCAB6	E4F1
	SLC37A1	EFCAB6-AS1	EAF1
	SLC37A4	EFCAB7	EAF2
	SLC39A13	EFCAB9	EAPP
	SLC39A4	EFCC1	EARS2
	SLC3A1	EFEMP1	EBAG9
	SLC40A1	EFEMP2	EBF1
	SLC41A1	EFHB	EBF2
	SLC44A2	EFHC1	EBF3
	SLC45A2	EFHC2	EBF4
	SLC46A1	EFHD1	EBI3
	SLC47A1	EFHD2	EBLN1
	SLC47A2	EFNA1	EBLN2
	SLC4A1	EFNA2	EBNA1BP2
	SLC4A10	EFNA3	EBP
	SLC4A11	EFNA4	EBPL
	SLC4A3	EFNA5	ECD
	SLC4A4	EFNB1	ECE1
	SLC4A5	EFNB2	ECE2
	SLC4A7	EFNB3	ECEL1
	SLC52A1	EFR3A	ECEL1P2
	SLC52A2	EFR3B	ECH1
	SLC52A3	EFS	ECHDC1
	SLC5A1	EFTUD1	ECHDC2
	SLC5A11	EFTUD1P1	ECHDC3
	SLC5A2	EFTUD2	ECHS1
	SLC5A3	EGF	ECI1
	SLC5A5	EGFEM1P	ECI2
	SLC5A6	EGFL6	ECM1
	SLC5A7	EGFL7	ECM2
	SLC6A1	EGFL8	ECRP
	SLC6A11	EGFLAM	ECSCR
	SLC6A12	EGFR	ECSIT
	SLC6A13	EGFR-AS1	ECT2
	SLC6A14	EGLN1	ECT2L
	SLC6A17	EGLN2	EDA
	SLC6A18	EGLN3	EDA2R
	SLC6A19	EGR1	EDAR
	SLC6A2	EGR2	EDARADD
	SLC6A20	EGR3	EDC3
	SLC6A3	EGR4	EDC4
	SLC6A4	EHBP1	EDDM3A
	SLC6A5	EHBP1L1	EDDM3B
	SLC6A6	EHD1	EDEM1
	SLC7A1	EHD2	EDEM2
	SLC7A10	EHD3	EDEM3
	SLC7A2	EHD4	EDF1
	SLC7A5	EHF	EDIL3
	SLC7A7	EHHADH	EDN1
	SLC7A8	EHMT1	EDN2
	SLC7A9	EHMT2	EDN3
	SLC8A1	EI24	EDNRA
	SLC9A3R1	EID1	EDNRB
	SLC9A6	EID2	EDRF1
	SLC9A9	EID2B	EDRF1-AS1
	SLC9B1	EID3	EEA1
	SLCO1A2	EIF1	EED
	SLCO1B1	EIF1AD	EEF1A1
	SLCO1B3	EIF1AX	EEF1A2
	SLCO1C1	EIF1AY	EEF1B2
	SLCO2A1	EIF1B	EEF1D
	SLCO2B1	EIF2A	EEF1E1
	SLCO3A1	EIF2AK1	EEF1E1-BLOC1S5
	SLCO4A1	EIF2AK2	EEF1G
	SLCO4C1	EIF2AK3	EEF2
	SLCO6A1	EIF2AK4	EEF2K
	SLFN5	EIF2B1	EEF2KMT
	SLIT3	EIF2B2	EEFSEC
	SLITRK1	EIF2B3	EEPD1
	SLMO2-ATP5E	EIF2B4	EFCAB1
	SLURP1	EIF2B5	EFCAB10
	SLX4	EIF2D	EFCAB11
	SMAD1	EIF2S1	EFCAB12
	SMAD2	EIF2S2	EFCAB13
	SMAD3	EIF2S3	EFCAB14
	SMAD4	EIF3A	EFCAB14-AS1
	SMAD6	EIF3B	EFCAB2
	SMAD7	EIF3C	EFCAB3
	SMAD9	EIF3CL	EFCAB5
	SMAP2	EIF3D	EFCAB6
	SMARCA2	EIF3E	EFCAB6-AS1
	SMARCA4	EIF3F	EFCAB7
	SMARCAD1	EIF3G	EFCAB9
	SMARCAL1	EIF3H	EFCC1
	SMARCB1	EIF3I	EFEMP1
	SMARCE1	EIF3IP1	EFEMP2
	SMC1A	EIF3J	EFHB
	SMC1B	EIF3J-AS1	EFHC1
	SMC3	EIF3K	EFHC2
	SMCHD1	EIF3L	EFHD1
	SMG1	EIF3M	EFHD2
	SMG6	EIF4A1	EFNA1
	SMNDC1	EIF4A2	EFNA2
	SMO	EIF4A3	EFNA3
	SMOC1	EIF4B	EFNA4
	SMOC2	EIF4E	EFNA5
	SMPD1	EIF4E1B	EFNB1
	SMPX	EIF4E2	EFNB2
	SMS	EIF4E3	EFNB3
	SMUG1	EIF4EBP1	EFR3A
	SMYD3	EIF4EBP2	EFR3B
	SNAI2	EIF4EBP3	EFS
	SNAP29	EIF4ENIF1	EFTUD1
	SNAPC4	EIF4G1	EFTUD1P1
	SNAPC5	EIF4G2	EFTUD2
	SNCA	EIF4G3	EGF
	SNCAIP	EIF4H	EGFEM1P
	SNCB	EIF5	EGFL6
	SNHG4	EIF5A	EGFL7
	SNHG5	EIF5A2	EGFL8
	SNIP1	EIF5AL1	EGFLAM
	SNORA27	EIF5B	EGFR
	SNORA29	EIF6	EGFR-AS1
	SNORA30	ELAC1	EGLN1
	SNORA33	ELAC2	EGLN2
	SNORA36A	ELANE	EGLN3
	SNORA51	ELAVL1	EGR1
	SNORA53	ELAVL2	EGR2
	SNORA56	ELAVL3	EGR3
	SNORA6	ELAVL4	EGR4
	SNORA66	ELF1	EHBP1
	SNORA74A	ELF2	EHBP1L1
	SNORD116-10	ELF3	EHD1
	SNORD116-11	ELF4	EHD2
	SNORD116-12	ELF5	EHD3
	SNORD116-13	ELFN1	EHD4
	SNORD116-15	ELFN2	EHF
	SNORD116-16	ELK1	EHHADH
	SNORD116-17	ELK3	EHMT1
	SNORD116-18	ELK4	EHMT2
	SNORD116-19	ELL	EI24
	SNORD116-20	ELL2	EID1
	SNORD116-22	ELL3	EID2
	SNORD116-23	ELMO1	EID2B
	SNORD116-24	ELMO1-AS1	EID3
	SNORD116-4	ELMO2	EIF1
	SNORD117	ELMO3	EIF1AD
	SNORD37	ELMOD1	EIF1AX
	SNORD41	ELMOD2	EIF1AY
	SNORD50A	ELMOD3	EIF1B
	SNORD51	ELMSAN1	EIF2A
	SNORD56	ELN	EIF2AK1
	SNORD57	ELOF1	EIF2AK2
	SNORD59A	ELOVL1	EIF2AK3
	SNORD59B	ELOVL2	EIF2AK4
	SNORD66	ELOVL3	EIF2B1
	SNORD86	ELOVL4	EIF2B2
	SNRK	ELOVL5	EIF2B3
	SNRK-AS1	ELOVL6	EIF2B4
	SNRNP200	ELOVL7	EIF2B5
	SNRPE	ELP2	EIF2D
	SNRPN	ELP3	EIF2S1
	SNTA1	ELP4	EIF2S2
	SNTG2	ELP5	EIF2S3
	SNURF	ELP6	EIF3A
	SNX10	ELSPBP1	EIF3B
	SNX14	ELTD1	EIF3C
	SNX17	EMB	EIF3CL
	SNX19	EMBP1	EIF3D
	SNX22	EMC1	EIF3E
	SNX3	EMC10	EIF3F
	SNX31	EMC2	EIF3G
	SOAT2	EMC3	EIF3H
	SOBP	EMC3-AS1	EIF3I
	SOCS1	EMC4	EIF3IP1
	SOCS3	EMC6	EIF3J
	SOD1	EMC7	EIF3J-AS1
	SOD2	EMC8	EIF3K
	SOD3	EMC9	EIF3L
	SOGA3	EMCN	EIF3M
	SOHLH1	EMD	EIF4A1
	SORBS1	EME1	EIF4A2
	SORCS1	EME2	EIF4A3
	SORL1	EMG1	EIF4B
	SORT1	EMID1	EIF4E
	SOS1	EMILIN1	EIF4E1B
	SOST	EMILIN2	EIF4E2
	SOX10	EMILIN3	EIF4E3
	SOX15	EML1	EIF4EBP1
	SOX17	EML2	EIF4EBP2
	SOX18	EML3	EIF4EBP3
	SOX2	EML4	EIF4ENIF1
	SOX3	EML5	EIF4G1
	SOX5	EML6	EIF4G2
	SOX6	EMP1	EIF4G3
	SOX7	EMP2	EIF4H
	SOX8	EMP3	EIF5
	SOX9	EMR1	EIF5A
	SP100	EMR2	EIF5A2
	SP110	EMR3	EIF5AL1
	SP7	EMR4P	EIF5B
	SP8	EMX1	EIF6
	SPA17	EMX2	ELAC1
	SPACA6P	EN1	ELAC2
	SPACA6P-AS	EN2	ELANE
	SPAG1	ENAH	ELAVL1
	SPAG16	ENAM	ELAVL2
	SPAG17	ENC1	ELAVL3
	SPAG5-AS1	ENDOD1	ELAVL4
	SPAG6	ENDOG	ELF1
	SPAG8	ENDOU	ELF2
	SPANXN5	ENDOV	ELF3
	SPAST	ENG	ELF4
	SPATA13	ENGASE	ELF5
	SPATA16	ENHO	ELFN1
	SPATA21	ENKD1	ELFN2
	SPATA33	ENKUR	ELK1
	SPATA7	ENO1	ELK3
	SPECC1L	ENO1-AS1	ELK4
	SPECC1L-ADORA2A	ENO2	ELL
	SPEF2	ENO3	ELL2
	SPG11	ENO4	ELL3
	SPG20	ENOPH1	ELMO1
	SPG21	ENOSF1	ELMO1-AS1
	SPG7	ENOX1	ELMO2
	SPI1	ENOX2	ELMO3
	SPINK1	ENPEP	ELMOD1
	SPINK5	ENPP1	ELMOD2
	SPINT2	ENPP2	ELMOD3
	SPP1	ENPP3	ELMSAN1
	SPR	ENPP4	ELN
	SPRED1	ENPP5	ELOF1
	SPRN	ENPP6	ELOVL1
	SPRR3	ENPP7	ELOVL2
	SPRY2	ENSA	ELOVL3
	SPRY4	ENTHD1	ELOVL4
	SPSB2	ENTHD2	ELOVL5
	SPTA1	ENTPD1	ELOVL6
	SPTAN1	ENTPD1-AS1	ELOVL7
	SPTB	ENTPD2	ELP2
	SPTBN2	ENTPD3	ELP3
	SPTBN5	ENTPD3-AS1	ELP4
	SPTLC1	ENTPD4	ELP5
	SPTLC2	ENTPD5	ELP6
	SQSTM1	ENTPD6	ELSPBP1
	SRA1	ENTPD7	ELTD1
	SRC	ENTPD8	EMB
	SRCAP	ENY2	EMBP1
	SRD5A2	EOGT	EMC1
	SRD5A3	EOMES	EMC10
	SREBF1	EP300	EMC2
	SREBF2	EP400	EMC3
	SREK1	EP400NL	EMC3-AS1
	SRGAP2	EPAS1	EMC4
	SRGAP3	EPB41	EMC6
	SRI	EPB41L1	EMC7
	SRP72	EPB41L2	EMC8
	SRPX	EPB41L3	EMC9
	SRPX2	EPB41L4A	EMCN
	SRR	EPB41L4A-AS1	EMD
	SRY	EPB41L4A-AS2	EME1
	SSH1	EPB41L4B	EME2
	SST	EPB41L5	EMG1
	SSTR2	EPB42	EMID1
	SSTR5	EPC1	EMILIN1
	SSTR5-AS1	EPC2	EMILIN2
	ST14	EPCAM	EMILIN3
	ST20-MTHFS	EPDR1	EML1
	ST3GAL3	EPG5	EML2
	ST3GAL5	EPGN	EML3
	ST5	EPHA1	EML4
	ST7	EPHA10	EML5
	ST7-AS1	EPHA2	EML6
	ST7-AS2	EPHA3	EMP1
	ST7-OT3	EPHA4	EMP2
	ST8SIA2	EPHA5	EMP3
	STAB2	EPHA6	EMR1
	STAG1	EPHA7	EMR2
	STAMBP	EPHA8	EMR3
	STAR	EPHB1	EMR4P
	STAT1	EPHB2	EMX1
	STAT2	EPHB3	EMX2
	STAT3	EPHB4	EN1
	STAT5A	EPHB6	EN2
	STAT5B	EPHX1	ENAH
	STAT6	EPHX2	ENAM
	STEAP3	EPHX3	ENC1
	STEAP4	EPHX4	ENDOD1
	STH	EPM2A	ENDOG
	STIL	EPM2AIP1	ENDOU
	STIM1	EPN1	ENDOV
	STIM2	EPN2	ENG
	STK10	EPN3	ENGASE
	STK11	EPO	ENHO
	STK19	EPOR	ENKD1
	STK3	EPPIN	ENKUR
	STK32A	EPPIN-WFDC6	ENO1
	STK33	EPPK1	ENO1-AS1
	STK39	EPRS	ENO2
	STK4	EPS15	ENO3
	STK4-AS1	EPS15L1	ENO4
	STMN1	EPS8	ENOPH1
	STOX1	EPS8L1	ENOSF1
	STRA6	EPS8L2	ENOX1
	STRADA	EPS8L3	ENOX2
	STRC	EPSTI1	ENPEP
	STS	EPT1	ENPP1
	STX11	EPX	ENPP2
	STX16	EPYC	ENPP3
	STX16-NPEPL1	EQTN	ENPP4
	STX1A	ERAL1	ENPP5
	STXBP1	ERAP1	ENPP6
	STXBP2	ERAP2	ENPP7
	STXBP5	ERAS	ENSA
	STXBP5-AS1	ERBB2	ENTHD1
	SUCLA2	ERBB2IP	ENTHD2
	SUCLG1	ERBB3	ENTPD1
	SUCLG2	ERBB4	ENTPD1-AS1
	SUCLG2-AS1	ERC1	ENTPD2
	SUFU	ERC2	ENTPD3
	SUGCT	ERCC1	ENTPD3-AS1
	SULF1	ERCC2	ENTPD4
	SULT1A1	ERCC3	ENTPD5
	SULT1B1	ERCC4	ENTPD6
	SULT1C2	ERCC5	ENTPD7
	SULT1C4	ERCC6	ENTPD8
	SULT1E1	ERCC6L	ENY2
	SULT2A1	ERCC6L2	EOGT
	SULT2B1	ERCC6-PGBD3	EOMES
	SULT4A1	ERCC8	EP300
	SUMF1	EREG	EP400
	SUMO1	ERF	EP400NL
	SUN2	ERG	EPAS1
	SUOX	ERGIC1	EPB41
	SUPT16H	ERGIC2	EPB41L1
	SUPT6H	ERGIC3	EPB41L2
	SURF1	ERH	EPB41L3
	SUV420H1	ERI1	EPB41L4A
	SV2B	ERI2	EPB41L4A-AS1
	SYCE2	ERI3	EPB41L4A-AS2
	SYCP2	ERICH1	EPB41L4B
	SYCP3	ERICH2	EPB41L5
	SYN1	ERICH3	EPB42
	SYN3	ERICH4	EPC1
	SYNCRIP	ERICH5	EPC2
	SYNE1	ERICH6	EPCAM
	SYNE2	ERICH6B	EPDR1
	SYNGAP1	ERLEC1	EPG5
	SYNGR1	ERLIN1	EPGN
	SYNJ1	ERLIN2	EPHA1
	SYNM	ERMAP	EPHA10
	SYNPO	ERMARD	EPHA1-AS1
	SYP	ERMN	EPHA2
	SYP-AS1	ERMP1	EPHA3
	SYT11	ERN1	EPHA4
	SYT14	ERN2	EPHA5
	SYT2	ERO1L	EPHA6
	SYT9	ERO1LB	EPHA7
	SYTL3	ERP27	EPHA8
	SYTL5	ERP29	EPHB1
	SZT2	ERP44	EPHB2
	T	ERRFI1	EPHB3
	TAAR6	ERV3-1	EPHB4
	TAAR9	ERVFRD-1	EPHB6
	TAB2	ERVMER34-1	EPHX1
	TAC3	ERVV-1	EPHX2
	TACO1	ERVV-2	EPHX3
	TACR1	ESAM	EPHX4
	TACR3	ESCO1	EPM2A
	TACSTD2	ESCO2	EPM2AIP1
	TAF1	ESD	EPN1
	TAF15	ESF1	EPN2
	TAF1C	ESM1	EPN3
	TAF1L	ESPL1	EPO
	TAF2	ESPN	EPOR
	TAF7L	ESPNL	EPPIN
	TAL1	ESPNP	EPPIN-WFDC6
	TALDO1	ESR1	EPPK1
	TANC2	ESR2	EPRS
	TAP1	ESRP1	EPS15
	TAP2	ESRP2	EPS15L1
	TAPBP	ESRRA	EPS8
	TAPSAR1	ESRRB	EPS8L1
	TARDBP	ESRRG	EPS8L2
	TARS2	ESX1	EPS8L3
	TAS1R1	ESYT1	EPSTI1
	TAS1R2	ESYT2	EPT1
	TAS1R3	ESYT3	EPX
	TAS2R16	ETAA1	EPYC
	TAS2R19	ETF1	EQTN
	TAS2R3	ETFA	ERAL1
	TAS2R38	ETFB	ERAP1
	TAS2R46	ETFDH	ERAP2
	TAS2R50	ETHE1	ERAS
	TAS2R9	ETNK1	ERBB2
	TAT	ETNK2	ERBB2IP
	TATDN1	ETNPPL	ERBB3
	TAZ	ETS1	ERBB4
	TBC1D1	ETS2	ERC1
	TBC1D20	ETV1	ERC2
	TBC1D23	ETV2	ERCC1
	TBC1D24	ETV3	ERCC2
	TBC1D4	ETV3L	ERCC3
	TBCE	ETV4	ERCC4
